Conditions,Elevation,Humidity,Latitude,Location,Longitude,Pressure,Temperature,Time
Overcast,32.52695846557617,0.93,48.856614,"Paris,France",2.3522219,1016.22,50.2,1494133200
Overcast,32.52695846557617,0.93,48.856614,"Paris,France",2.3522219,1017.25,50.15,1494136800
Overcast,32.52695846557617,0.9,48.856614,"Paris,France",2.3522219,1018.01,50.52,1494140400
Overcast,32.52695846557617,0.88,48.856614,"Paris,France",2.3522219,1018.88,51.04,1494144000
Overcast,32.52695846557617,0.88,48.856614,"Paris,France",2.3522219,1019.46,51.55,1494147600
Overcast,32.52695846557617,0.82,48.856614,"Paris,France",2.3522219,1019.85,52.97,1494151200
Overcast,32.52695846557617,0.81,48.856614,"Paris,France",2.3522219,1020.31,53.59,1494154800
Overcast,32.52695846557617,0.79,48.856614,"Paris,France",2.3522219,1020.62,53.95,1494158400
Overcast,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1020.73,54.69,1494162000
Overcast,32.52695846557617,0.73,48.856614,"Paris,France",2.3522219,1020.55,56.61,1494165600
Mostly Cloudy,32.52695846557617,0.72,48.856614,"Paris,France",2.3522219,1020.45,55.46,1494169200
Overcast,32.52695846557617,0.7,48.856614,"Paris,France",2.3522219,1020.54,56.02,1494172800
Mostly Cloudy,32.52695846557617,0.72,48.856614,"Paris,France",2.3522219,1020.63,54.47,1494176400
Mostly Cloudy,32.52695846557617,0.73,48.856614,"Paris,France",2.3522219,1020.8,53.75,1494180000
Mostly Cloudy,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1021.22,52.87,1494183600
Mostly Cloudy,32.52695846557617,0.78,48.856614,"Paris,France",2.3522219,1022.01,51.79,1494187200
Mostly Cloudy,32.52695846557617,0.82,48.856614,"Paris,France",2.3522219,1022.37,49.85,1494190800
Partly Cloudy,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1016.53,56.85,1494712800
Mostly Cloudy,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1016.92,56.74,1494716400
Mostly Cloudy,32.52695846557617,0.78,48.856614,"Paris,France",2.3522219,1017.44,55.8,1494720000
Mostly Cloudy,32.52695846557617,0.73,48.856614,"Paris,France",2.3522219,1017.87,55.82,1494723600
Mostly Cloudy,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1018.28,53.65,1494727200
Mostly Cloudy,32.52695846557617,0.79,48.856614,"Paris,France",2.3522219,1018.67,52.55,1494730800
Mostly Cloudy,32.52695846557617,0.8,48.856614,"Paris,France",2.3522219,1018.97,52.19,1494734400
Mostly Cloudy,32.52695846557617,0.78,48.856614,"Paris,France",2.3522219,1019.69,53.34,1494738000
Mostly Cloudy,32.52695846557617,0.76,48.856614,"Paris,France",2.3522219,1020.28,54.9,1494741600
Mostly Cloudy,32.52695846557617,0.73,48.856614,"Paris,France",2.3522219,1021.05,56.66,1494745200
Mostly Cloudy,32.52695846557617,0.75,48.856614,"Paris,France",2.3522219,1021.62,57.48,1494748800
Mostly Cloudy,32.52695846557617,0.71,48.856614,"Paris,France",2.3522219,1021.99,60.4,1494752400
Mostly Cloudy,32.52695846557617,0.64,48.856614,"Paris,France",2.3522219,1021.95,60.4,1494756000
Light Rain,32.52695846557617,0.73,48.856614,"Paris,France",2.3522219,1022.64,55.54,1494759600
Mostly Cloudy,32.52695846557617,0.7,48.856614,"Paris,France",2.3522219,1022.89,62.25,1494763200
Mostly Cloudy,32.52695846557617,0.69,48.856614,"Paris,France",2.3522219,1022.87,61.82,1494766800
Mostly Cloudy,32.52695846557617,0.55,48.856614,"Paris,France",2.3522219,1022.76,66.33,1494770400
Mostly Cloudy,32.52695846557617,0.51,48.856614,"Paris,France",2.3522219,1022.95,66.24,1494774000
Mostly Cloudy,32.52695846557617,0.51,48.856614,"Paris,France",2.3522219,1023.27,66.55,1494777600
Mostly Cloudy,32.52695846557617,0.52,48.856614,"Paris,France",2.3522219,1023.78,65.32,1494781200
Partly Cloudy,32.52695846557617,0.55,48.856614,"Paris,France",2.3522219,1024.35,64.02,1494784800
Mostly Cloudy,32.52695846557617,0.62,48.856614,"Paris,France",2.3522219,1024.99,60.86,1494788400
Partly Cloudy,32.52695846557617,0.71,48.856614,"Paris,France",2.3522219,1025.92,57.41,1494792000
Partly Cloudy,32.52695846557617,0.78,48.856614,"Paris,France",2.3522219,1026.59,55.98,1494795600
Partly Cloudy,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1025.7,53.17,1495317600
Partly Cloudy,32.52695846557617,0.8,48.856614,"Paris,France",2.3522219,1026.05,51.87,1495321200
Partly Cloudy,32.52695846557617,0.85,48.856614,"Paris,France",2.3522219,1026.08,49.92,1495324800
Clear,32.52695846557617,0.88,48.856614,"Paris,France",2.3522219,1026.0,48.93,1495328400
Clear,32.52695846557617,0.91,48.856614,"Paris,France",2.3522219,1025.88,48.14,1495332000
Clear,32.52695846557617,0.92,48.856614,"Paris,France",2.3522219,1025.91,47.0,1495335600
Clear,32.52695846557617,0.92,48.856614,"Paris,France",2.3522219,1026.05,47.22,1495339200
Clear,32.52695846557617,0.92,48.856614,"Paris,France",2.3522219,1026.29,49.6,1495342800
Partly Cloudy,32.52695846557617,0.82,48.856614,"Paris,France",2.3522219,1026.38,53.93,1495346400
Partly Cloudy,32.52695846557617,0.71,48.856614,"Paris,France",2.3522219,1026.46,59.24,1495350000
Partly Cloudy,32.52695846557617,0.59,48.856614,"Paris,France",2.3522219,1026.43,62.61,1495353600
Partly Cloudy,32.52695846557617,0.55,48.856614,"Paris,France",2.3522219,1026.01,64.51,1495357200
Partly Cloudy,32.52695846557617,0.52,48.856614,"Paris,France",2.3522219,1025.8,65.77,1495360800
Partly Cloudy,32.52695846557617,0.48,48.856614,"Paris,France",2.3522219,1025.09,67.31,1495364400
Partly Cloudy,32.52695846557617,0.48,48.856614,"Paris,France",2.3522219,1024.49,67.8,1495368000
Mostly Cloudy,32.52695846557617,0.45,48.856614,"Paris,France",2.3522219,1023.76,68.81,1495371600
Clear,32.52695846557617,0.44,48.856614,"Paris,France",2.3522219,1023.1,68.95,1495375200
Partly Cloudy,32.52695846557617,0.42,48.856614,"Paris,France",2.3522219,1022.46,70.35,1495378800
Partly Cloudy,32.52695846557617,0.42,48.856614,"Paris,France",2.3522219,1021.76,70.69,1495382400
Partly Cloudy,32.52695846557617,0.42,48.856614,"Paris,France",2.3522219,1021.18,69.4,1495386000
Partly Cloudy,32.52695846557617,0.45,48.856614,"Paris,France",2.3522219,1020.81,67.57,1495389600
Partly Cloudy,32.52695846557617,0.51,48.856614,"Paris,France",2.3522219,1020.51,64.3,1495393200
Partly Cloudy,32.52695846557617,0.56,48.856614,"Paris,France",2.3522219,1020.53,61.86,1495396800
Partly Cloudy,32.52695846557617,0.59,48.856614,"Paris,France",2.3522219,1020.31,59.94,1495400400
Mostly Cloudy,32.52695846557617,0.76,48.856614,"Paris,France",2.3522219,1017.15,69.93,1495922400
Mostly Cloudy,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1017.71,67.19,1495926000
Mostly Cloudy,32.52695846557617,0.79,48.856614,"Paris,France",2.3522219,1017.88,64.82,1495929600
Mostly Cloudy,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1017.95,64.35,1495933200
Mostly Cloudy,32.52695846557617,0.79,48.856614,"Paris,France",2.3522219,1017.63,61.46,1495936800
Mostly Cloudy,32.52695846557617,0.8,48.856614,"Paris,France",2.3522219,1017.62,61.19,1495940400
Mostly Cloudy,32.52695846557617,0.83,48.856614,"Paris,France",2.3522219,1017.73,58.82,1495944000
Mostly Cloudy,32.52695846557617,0.84,48.856614,"Paris,France",2.3522219,1017.75,55.34,1495947600
Mostly Cloudy,32.52695846557617,0.79,48.856614,"Paris,France",2.3522219,1017.4,64.61,1495951200
Mostly Cloudy,32.52695846557617,0.75,48.856614,"Paris,France",2.3522219,1017.34,68.22,1495954800
Partly Cloudy,32.52695846557617,0.72,48.856614,"Paris,France",2.3522219,1017.33,71.59,1495958400
Mostly Cloudy,32.52695846557617,0.69,48.856614,"Paris,France",2.3522219,1017.06,74.5,1495962000
Mostly Cloudy,32.52695846557617,0.64,48.856614,"Paris,France",2.3522219,1016.6,70.56,1495965600
Mostly Cloudy,32.52695846557617,0.62,48.856614,"Paris,France",2.3522219,1016.73,79.93,1495969200
Mostly Cloudy,32.52695846557617,0.56,48.856614,"Paris,France",2.3522219,1016.36,82.72,1495972800
Mostly Cloudy,32.52695846557617,0.52,48.856614,"Paris,France",2.3522219,1015.82,84.97,1495976400
Mostly Cloudy,32.52695846557617,0.54,48.856614,"Paris,France",2.3522219,1015.39,85.94,1495980000
Mostly Cloudy,32.52695846557617,0.51,48.856614,"Paris,France",2.3522219,1014.93,85.95,1495983600
Mostly Cloudy,32.52695846557617,0.54,48.856614,"Paris,France",2.3522219,1014.39,85.49,1495987200
Mostly Cloudy,32.52695846557617,0.56,48.856614,"Paris,France",2.3522219,1013.85,84.72,1495990800
Mostly Cloudy,32.52695846557617,0.62,48.856614,"Paris,France",2.3522219,1013.62,82.11,1495994400
Mostly Cloudy,32.52695846557617,0.63,48.856614,"Paris,France",2.3522219,1013.33,80.0,1495998000
Mostly Cloudy,32.52695846557617,0.68,48.856614,"Paris,France",2.3522219,1013.43,76.74,1496001600
Partly Cloudy,32.52695846557617,0.68,48.856614,"Paris,France",2.3522219,1013.32,75.17,1496005200
Mostly Cloudy,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1017.77,53.82,1496527200
Partly Cloudy,32.52695846557617,0.79,48.856614,"Paris,France",2.3522219,1017.9,51.86,1496530800
Partly Cloudy,32.52695846557617,0.84,48.856614,"Paris,France",2.3522219,1018.01,50.2,1496534400
Clear,32.52695846557617,0.84,48.856614,"Paris,France",2.3522219,1018.32,49.99,1496538000
Clear,32.52695846557617,0.89,48.856614,"Paris,France",2.3522219,1018.48,48.92,1496541600
Clear,32.52695846557617,0.9,48.856614,"Paris,France",2.3522219,1018.61,49.34,1496545200
Clear,32.52695846557617,0.89,48.856614,"Paris,France",2.3522219,1018.61,49.88,1496548800
Partly Cloudy,32.52695846557617,0.89,48.856614,"Paris,France",2.3522219,1019.32,51.53,1496552400
Partly Cloudy,32.52695846557617,0.85,48.856614,"Paris,France",2.3522219,1019.77,54.2,1496556000
Mostly Cloudy,32.52695846557617,0.79,48.856614,"Paris,France",2.3522219,1020.0,56.94,1496559600
Mostly Cloudy,32.52695846557617,0.68,48.856614,"Paris,France",2.3522219,1019.98,60.02,1496563200
Mostly Cloudy,32.52695846557617,0.6,48.856614,"Paris,France",2.3522219,1019.95,62.02,1496566800
Mostly Cloudy,32.52695846557617,0.53,48.856614,"Paris,France",2.3522219,1019.75,63.01,1496570400
Mostly Cloudy,32.52695846557617,0.52,48.856614,"Paris,France",2.3522219,1019.63,64.27,1496574000
Mostly Cloudy,32.52695846557617,0.48,48.856614,"Paris,France",2.3522219,1019.43,65.03,1496577600
Mostly Cloudy,32.52695846557617,0.47,48.856614,"Paris,France",2.3522219,1019.15,65.88,1496581200
Mostly Cloudy,32.52695846557617,0.43,48.856614,"Paris,France",2.3522219,1018.76,66.78,1496584800
Mostly Cloudy,32.52695846557617,0.44,48.856614,"Paris,France",2.3522219,1018.29,67.21,1496588400
Mostly Cloudy,32.52695846557617,0.42,48.856614,"Paris,France",2.3522219,1018.19,66.8,1496592000
Mostly Cloudy,32.52695846557617,0.42,48.856614,"Paris,France",2.3522219,1017.85,66.5,1496595600
Mostly Cloudy,32.52695846557617,0.45,48.856614,"Paris,France",2.3522219,1017.7,65.97,1496599200
Partly Cloudy,32.52695846557617,0.51,48.856614,"Paris,France",2.3522219,1017.73,62.37,1496602800
Mostly Cloudy,32.52695846557617,0.59,48.856614,"Paris,France",2.3522219,1017.63,59.22,1496606400
Mostly Cloudy,32.52695846557617,0.63,48.856614,"Paris,France",2.3522219,1018.03,57.68,1496610000
Clear,32.52695846557617,0.63,48.856614,"Paris,France",2.3522219,1018.88,66.48,1497132000
Clear,32.52695846557617,0.68,48.856614,"Paris,France",2.3522219,1018.8,64.37,1497135600
Clear,32.52695846557617,0.72,48.856614,"Paris,France",2.3522219,1018.71,63.36,1497139200
Clear,32.52695846557617,0.76,48.856614,"Paris,France",2.3522219,1018.46,62.08,1497142800
Clear,32.52695846557617,0.79,48.856614,"Paris,France",2.3522219,1018.39,61.07,1497146400
Partly Cloudy,32.52695846557617,0.79,48.856614,"Paris,France",2.3522219,1018.23,60.31,1497150000
Partly Cloudy,32.52695846557617,0.82,48.856614,"Paris,France",2.3522219,1018.02,60.32,1497153600
Partly Cloudy,32.52695846557617,0.8,48.856614,"Paris,France",2.3522219,1017.83,63.27,1497157200
Mostly Cloudy,32.52695846557617,0.71,48.856614,"Paris,France",2.3522219,1017.57,67.49,1497160800
Mostly Cloudy,32.52695846557617,0.62,48.856614,"Paris,France",2.3522219,1017.54,72.0,1497164400
Partly Cloudy,32.52695846557617,0.53,48.856614,"Paris,France",2.3522219,1017.14,76.38,1497168000
Partly Cloudy,32.52695846557617,0.43,48.856614,"Paris,France",2.3522219,1016.87,79.44,1497171600
Partly Cloudy,32.52695846557617,0.42,48.856614,"Paris,France",2.3522219,1016.55,80.82,1497175200
Partly Cloudy,32.52695846557617,0.39,48.856614,"Paris,France",2.3522219,1016.21,82.16,1497178800
Partly Cloudy,32.52695846557617,0.38,48.856614,"Paris,France",2.3522219,1015.75,82.74,1497182400
Partly Cloudy,32.52695846557617,0.37,48.856614,"Paris,France",2.3522219,1015.31,83.61,1497186000
Partly Cloudy,32.52695846557617,0.37,48.856614,"Paris,France",2.3522219,1015.06,83.99,1497189600
Mostly Cloudy,32.52695846557617,0.41,48.856614,"Paris,France",2.3522219,1014.75,82.42,1497193200
Mostly Cloudy,32.52695846557617,0.42,48.856614,"Paris,France",2.3522219,1014.7,80.94,1497196800
Mostly Cloudy,32.52695846557617,0.43,48.856614,"Paris,France",2.3522219,1014.53,79.56,1497200400
Mostly Cloudy,32.52695846557617,0.48,48.856614,"Paris,France",2.3522219,1014.89,75.91,1497204000
Mostly Cloudy,32.52695846557617,0.53,48.856614,"Paris,France",2.3522219,1015.31,74.15,1497207600
Mostly Cloudy,32.52695846557617,0.64,48.856614,"Paris,France",2.3522219,1015.9,71.33,1497211200
Mostly Cloudy,32.52695846557617,0.73,48.856614,"Paris,France",2.3522219,1017.38,66.45,1497214800
Clear,32.52695846557617,0.68,48.856614,"Paris,France",2.3522219,1025.06,70.04,1497736800
Clear,32.52695846557617,0.72,48.856614,"Paris,France",2.3522219,1025.06,68.62,1497740400
Clear,32.52695846557617,0.75,48.856614,"Paris,France",2.3522219,1024.94,67.0,1497744000
Clear,32.52695846557617,0.76,48.856614,"Paris,France",2.3522219,1024.79,65.99,1497747600
Clear,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1024.44,64.45,1497751200
Clear,32.52695846557617,0.8,48.856614,"Paris,France",2.3522219,1023.99,63.35,1497754800
Partly Cloudy,32.52695846557617,0.77,48.856614,"Paris,France",2.3522219,1023.81,63.64,1497758400
Partly Cloudy,32.52695846557617,0.74,48.856614,"Paris,France",2.3522219,1023.68,65.89,1497762000
Partly Cloudy,32.52695846557617,0.69,48.856614,"Paris,France",2.3522219,1023.6,68.6,1497765600
Partly Cloudy,32.52695846557617,0.63,48.856614,"Paris,France",2.3522219,1023.54,72.76,1497769200
Partly Cloudy,32.52695846557617,0.6,48.856614,"Paris,France",2.3522219,1023.4,74.87,1497772800
Partly Cloudy,32.52695846557617,0.56,48.856614,"Paris,France",2.3522219,1023.13,76.59,1497776400
Partly Cloudy,32.52695846557617,0.5,48.856614,"Paris,France",2.3522219,1022.73,78.97,1497780000
Partly Cloudy,32.52695846557617,0.49,48.856614,"Paris,France",2.3522219,1022.26,80.37,1497783600
Partly Cloudy,32.52695846557617,0.46,48.856614,"Paris,France",2.3522219,1021.8,81.88,1497787200
Clear,32.52695846557617,0.45,48.856614,"Paris,France",2.3522219,1021.26,83.11,1497790800
Clear,32.52695846557617,0.43,48.856614,"Paris,France",2.3522219,1020.54,83.93,1497794400
Clear,32.52695846557617,0.43,48.856614,"Paris,France",2.3522219,1020.06,84.89,1497798000
Clear,32.52695846557617,0.42,48.856614,"Paris,France",2.3522219,1019.76,84.36,1497801600
Clear,32.52695846557617,0.43,48.856614,"Paris,France",2.3522219,1019.67,83.44,1497805200
Clear,32.52695846557617,0.45,48.856614,"Paris,France",2.3522219,1019.44,82.49,1497808800
Clear,32.52695846557617,0.53,48.856614,"Paris,France",2.3522219,1019.37,78.93,1497812400
Clear,32.52695846557617,0.58,48.856614,"Paris,France",2.3522219,1019.64,75.69,1497816000
Clear,32.52695846557617,0.63,48.856614,"Paris,France",2.3522219,1020.14,73.53,1497819600
Mostly Cloudy,32.52695846557617,0.58,48.856614,"Paris,France",2.3522219,1016.2,69.6,1498341600
Mostly Cloudy,32.52695846557617,0.62,48.856614,"Paris,France",2.3522219,1016.11,67.12,1498345200
Partly Cloudy,32.52695846557617,0.69,48.856614,"Paris,France",2.3522219,1015.98,65.21,1498348800
Partly Cloudy,32.52695846557617,0.72,48.856614,"Paris,France",2.3522219,1016.05,64.67,1498352400
Mostly Cloudy,32.52695846557617,0.73,48.856614,"Paris,France",2.3522219,1015.8,65.09,1498356000
Mostly Cloudy,32.52695846557617,0.74,48.856614,"Paris,France",2.3522219,1015.59,64.82,1498359600
Mostly Cloudy,32.52695846557617,0.74,48.856614,"Paris,France",2.3522219,1015.74,64.49,1498363200
Overcast,32.52695846557617,0.74,48.856614,"Paris,France",2.3522219,1015.81,64.6,1498366800
Mostly Cloudy,32.52695846557617,0.74,48.856614,"Paris,France",2.3522219,1015.98,65.32,1498370400
Mostly Cloudy,32.52695846557617,0.71,48.856614,"Paris,France",2.3522219,1016.17,66.63,1498374000
Mostly Cloudy,32.52695846557617,0.65,48.856614,"Paris,France",2.3522219,1016.43,68.21,1498377600
Mostly Cloudy,32.52695846557617,0.57,48.856614,"Paris,France",2.3522219,1016.56,70.32,1498381200
Mostly Cloudy,32.52695846557617,0.53,48.856614,"Paris,France",2.3522219,1016.61,72.85,1498384800
Mostly Cloudy,32.52695846557617,0.47,48.856614,"Paris,France",2.3522219,1016.4,75.16,1498388400
Mostly Cloudy,32.52695846557617,0.46,48.856614,"Paris,France",2.3522219,1016.22,77.1,1498392000
Mostly Cloudy,32.52695846557617,0.45,48.856614,"Paris,France",2.3522219,1015.74,78.91,1498395600
Mostly Cloudy,32.52695846557617,0.44,48.856614,"Paris,France",2.3522219,1015.42,78.64,1498399200
Mostly Cloudy,32.52695846557617,0.45,48.856614,"Paris,France",2.3522219,1014.93,79.04,1498402800
Mostly Cloudy,32.52695846557617,0.47,48.856614,"Paris,France",2.3522219,1014.55,79.3,1498406400
Mostly Cloudy,32.52695846557617,0.48,48.856614,"Paris,France",2.3522219,1014.39,78.47,1498410000
Mostly Cloudy,32.52695846557617,0.49,48.856614,"Paris,France",2.3522219,1014.32,77.88,1498413600
Mostly Cloudy,32.52695846557617,0.52,48.856614,"Paris,France",2.3522219,1014.34,76.06,1498417200
Partly Cloudy,32.52695846557617,0.6,48.856614,"Paris,France",2.3522219,1014.65,72.75,1498420800
Partly Cloudy,32.52695846557617,0.67,48.856614,"Paris,France",2.3522219,1015.4,69.75,1498424400
Clear,5.455867290496826,0.54,19.0759837,"Mumbai,India",72.8776559,1014.71,71.09,1483209000
Foggy,5.455867290496826,0.57,19.0759837,"Mumbai,India",72.8776559,1014.51,70.44,1483212600
Foggy,5.455867290496826,0.6,19.0759837,"Mumbai,India",72.8776559,1014.31,69.79,1483216200
Foggy,5.455867290496826,0.63,19.0759837,"Mumbai,India",72.8776559,1014.11,69.13,1483219800
Foggy,5.455867290496826,0.66,19.0759837,"Mumbai,India",72.8776559,1013.91,68.48,1483223400
Foggy,5.455867290496826,0.69,19.0759837,"Mumbai,India",72.8776559,1013.71,67.83,1483227000
Foggy,5.455867290496826,0.72,19.0759837,"Mumbai,India",72.8776559,1013.52,67.18,1483230600
Foggy,5.455867290496826,0.75,19.0759837,"Mumbai,India",72.8776559,1013.32,66.53,1483234200
Foggy,5.455867290496826,0.78,19.0759837,"Mumbai,India",72.8776559,1013.12,65.87,1483237800
Foggy,5.455867290496826,0.81,19.0759837,"Mumbai,India",72.8776559,1012.92,65.22,1483241400
Foggy,5.455867290496826,0.73,19.0759837,"Mumbai,India",72.8776559,1000.0,70.0,1483245000
Foggy,5.455867290496826,0.66,19.0759837,"Mumbai,India",72.8776559,1000.0,73.0,1483248600
Foggy,5.455867290496826,0.7,19.0759837,"Mumbai,India",72.8776559,1013.12,70.45,1483252200
Foggy,5.455867290496826,0.68,19.0759837,"Mumbai,India",72.8776559,1000.0,72.0,1483255800
Foggy,5.455867290496826,0.68,19.0759837,"Mumbai,India",72.8776559,1000.0,72.0,1483259400
Foggy,5.455867290496826,0.64,19.0759837,"Mumbai,India",72.8776559,1014.93,73.44,1483263000
Foggy,5.455867290496826,0.4,19.0759837,"Mumbai,India",72.8776559,1000.0,82.0,1483266600
Foggy,5.455867290496826,0.33,19.0759837,"Mumbai,India",72.8776559,1000.0,84.0,1483270200
Foggy,5.455867290496826,0.29,19.0759837,"Mumbai,India",72.8776559,1015.69,86.78,1483273800
Foggy,5.455867290496826,0.23,19.0759837,"Mumbai,India",72.8776559,1000.0,91.0,1483277400
Foggy,5.455867290496826,0.35,19.0759837,"Mumbai,India",72.8776559,1000.0,90.0,1483281000
Foggy,5.455867290496826,0.44,19.0759837,"Mumbai,India",72.8776559,1012.97,87.35,1483284600
Foggy,5.455867290496826,0.41,19.0759837,"Mumbai,India",72.8776559,1000.0,88.0,1483288200
Foggy,5.455867290496826,0.43,19.0759837,"Mumbai,India",72.8776559,1000.0,86.0,1483291800
Foggy,5.455867290496826,0.75,19.0759837,"Mumbai,India",72.8776559,1010.92,73.33,1483813800
Foggy,5.455867290496826,0.79,19.0759837,"Mumbai,India",72.8776559,1000.0,73.0,1483817400
Foggy,5.455867290496826,0.73,19.0759837,"Mumbai,India",72.8776559,1000.0,73.0,1483821000
Foggy,5.455867290496826,0.82,19.0759837,"Mumbai,India",72.8776559,1009.99,70.6,1483824600
Foggy,5.455867290496826,0.76,19.0759837,"Mumbai,India",72.8776559,1000.0,72.0,1483828200
Foggy,5.455867290496826,0.76,19.0759837,"Mumbai,India",72.8776559,1000.0,72.0,1483831800
Foggy,5.455867290496826,0.8,19.0759837,"Mumbai,India",72.8776559,1009.99,68.5,1483835400
Foggy,5.455867290496826,0.73,19.0759837,"Mumbai,India",72.8776559,1000.0,70.0,1483839000
Foggy,5.455867290496826,0.73,19.0759837,"Mumbai,India",72.8776559,1000.0,70.0,1483842600
Foggy,5.455867290496826,0.73,19.0759837,"Mumbai,India",72.8776559,1011.88,70.78,1483846200
Foggy,5.455867290496826,0.62,19.0759837,"Mumbai,India",72.8776559,1000.0,77.0,1483849800
Foggy,5.455867290496826,0.54,19.0759837,"Mumbai,India",72.8776559,1000.0,81.0,1483853400
Partly Cloudy,5.455867290496826,0.42,19.0759837,"Mumbai,India",72.8776559,1011.98,80.19,1483857000
Foggy,5.455867290496826,0.49,19.0759837,"Mumbai,India",72.8776559,1000.0,82.0,1483860600
Clear,5.455867290496826,0.43,19.0759837,"Mumbai,India",72.8776559,1000.0,84.0,1483864200
Partly Cloudy,5.455867290496826,0.53,19.0759837,"Mumbai,India",72.8776559,1009.05,81.75,1483867800
Clear,5.455867290496826,0.55,19.0759837,"Mumbai,India",72.8776559,1000.0,82.0,1483871400
Foggy,5.455867290496826,0.54,19.0759837,"Mumbai,India",72.8776559,1000.0,81.0,1483875000
Partly Cloudy,5.455867290496826,0.61,19.0759837,"Mumbai,India",72.8776559,1008.93,79.22,1483878600
Foggy,5.455867290496826,0.64,19.0759837,"Mumbai,India",72.8776559,1000.0,77.0,1483882200
Foggy,5.455867290496826,0.64,19.0759837,"Mumbai,India",72.8776559,1000.0,77.0,1483885800
Foggy,5.455867290496826,0.64,19.0759837,"Mumbai,India",72.8776559,1011.02,76.39,1483889400
Foggy,5.455867290496826,0.62,19.0759837,"Mumbai,India",72.8776559,1000.0,77.0,1483893000
Foggy,5.455867290496826,0.66,19.0759837,"Mumbai,India",72.8776559,1000.0,75.0,1483896600
Foggy,5.455867290496826,0.74,19.0759837,"Mumbai,India",72.8776559,1014.57,75.84,1484418600
Foggy,5.455867290496826,0.69,19.0759837,"Mumbai,India",72.8776559,1000.0,77.0,1484422200
Foggy,5.455867290496826,0.74,19.0759837,"Mumbai,India",72.8776559,1000.0,75.0,1484425800
Foggy,5.455867290496826,0.79,19.0759837,"Mumbai,India",72.8776559,1013.56,72.26,1484429400
Foggy,5.455867290496826,0.81,19.0759837,"Mumbai,India",72.8776559,1000.0,72.0,1484433000
Foggy,5.455867290496826,0.79,19.0759837,"Mumbai,India",72.8776559,1000.0,73.0,1484436600
Foggy,5.455867290496826,0.79,19.0759837,"Mumbai,India",72.8776559,1013.42,71.69,1484440200
Foggy,5.455867290496826,0.79,19.0759837,"Mumbai,India",72.8776559,1000.0,73.0,1484443800
Foggy,5.455867290496826,0.79,19.0759837,"Mumbai,India",72.8776559,1000.0,73.0,1484447400
Foggy,5.455867290496826,0.79,19.0759837,"Mumbai,India",72.8776559,1014.98,72.28,1484451000
Foggy,5.455867290496826,0.54,19.0759837,"Mumbai,India",72.8776559,1000.0,81.0,1484454600
Foggy,5.455867290496826,0.46,19.0759837,"Mumbai,India",72.8776559,1000.0,82.0,1484458200
Foggy,5.455867290496826,0.45,19.0759837,"Mumbai,India",72.8776559,1015.63,83.0,1484461800
Foggy,5.455867290496826,0.41,19.0759837,"Mumbai,India",72.8776559,1000.0,88.0,1484465400
Foggy,5.455867290496826,0.34,19.0759837,"Mumbai,India",72.8776559,1000.0,91.0,1484469000
Foggy,5.455867290496826,0.46,19.0759837,"Mumbai,India",72.8776559,1012.73,88.71,1484472600
Foggy,5.455867290496826,0.51,19.0759837,"Mumbai,India",72.8776559,1000.0,86.0,1484476200
Foggy,5.455867290496826,0.67,19.0759837,"Mumbai,India",72.8776559,1000.0,82.0,1484479800
Foggy,5.455867290496826,0.67,19.0759837,"Mumbai,India",72.8776559,1012.69,81.11,1484483400
Foggy,5.455867290496826,0.74,19.0759837,"Mumbai,India",72.8776559,1000.0,79.0,1484487000
Foggy,5.455867290496826,0.74,19.0759837,"Mumbai,India",72.8776559,1000.0,79.0,1484490600
Foggy,5.455867290496826,0.78,19.0759837,"Mumbai,India",72.8776559,1014.15,76.69,1484494200
Foggy,5.455867290496826,0.79,19.0759837,"Mumbai,India",72.8776559,1000.0,77.0,1484497800
Foggy,5.455867290496826,0.84,19.0759837,"Mumbai,India",72.8776559,1000.0,75.0,1484501400
Foggy,5.455867290496826,0.44,19.0759837,"Mumbai,India",72.8776559,1017.22,79.39,1485023400
Foggy,5.455867290496826,0.41,19.0759837,"Mumbai,India",72.8776559,1000.0,81.0,1485027000
Foggy,5.455867290496826,0.42,19.0759837,"Mumbai,India",72.8776559,1015.93,79.58,1485030600
Foggy,5.455867290496826,0.45,19.0759837,"Mumbai,India",72.8776559,1015.93,77.4,1485034200
Foggy,5.455867290496826,0.57,19.0759837,"Mumbai,India",72.8776559,1000.0,73.0,1485037800
Foggy,5.455867290496826,0.5,19.0759837,"Mumbai,India",72.8776559,1000.0,75.0,1485041400
Foggy,5.455867290496826,0.51,19.0759837,"Mumbai,India",72.8776559,1015.66,75.14,1485045000
Foggy,5.455867290496826,0.44,19.0759837,"Mumbai,India",72.8776559,1000.0,79.0,1485048600
Foggy,5.455867290496826,0.47,19.0759837,"Mumbai,India",72.8776559,1000.0,77.0,1485052200
